SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,LatLng
HO666,1701 CHEROKEE AVE,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.101871, -118.334825)"
PM60,9401 VENICE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.025365, -118.395582)"
SL270,3101 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.08449, -118.274248)"
WV338,1000 GLENDON AVE,Single-Space,TOD,$1.50 - $2.00,2HR,"(34.061111, -118.444313)"
L40,201 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.07464, -118.32376)"
VN280,6351 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.185917, -118.448865)"
WA1355,300 GRAND VIEW ST,Single-Space,FLAT,$1.50,2HR,"(34.063073, -118.275193)"
CC19,300 TEMPLE ST,Single-Space,TOD,$1.50 - $7.00,4HR,"(34.051721, -118.238976)"
WA279,701 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.05573, -118.277401)"
VW976,3601 3RD ST,Single-Space,FLAT,$1.50,1HR,"(34.069134, -118.295699)"
CB3684,700 MAIN ST,Single-Space,TOD,$4.00 - $7.00,2HR,"(34.042976, -118.252658)"
CB2791,101 OLYMPIC BLVD,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.040331, -118.256388)"
C1116,601 30TH ST,Single-Space,FLAT,$1.50,1HR,"(34.025237, -118.278284)"
ER161,5001 EAGLE ROCK BLVD,Single-Space,FLAT,$1.50,2HR,"(34.137548, -118.214712)"
SL611,1401 GLENDALE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.08067, -118.260332)"
CB1134,1000 HILL ST,Single-Space,FLAT,$1.00,4HR,"(34.040495, -118.259384)"
CB3798,400 LOS ANGELES ST,Single-Space,TOD,$1.50 - $5.00,2HR,"(34.046805, -118.246653)"
CB3733,400 MAIN ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.047216, -118.247936)"
SH25A,1100 VINE ST,Single-Space,FLAT,$1.50,2HR,"(34.091939, -118.326511)"
WB198,1701 OLIVE ST,Single-Space,FLAT,$1.00,4HR,"(34.033984, -118.266473)"
CT396,801 NORTH SPRING ST,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.062981, -118.236469)"
LT53A,300 2ND ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.04805, -118.239947)"
LM360A,7200 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083435, -118.347876)"
WB378,300 23RD ST,Single-Space,JUMP,$1/H - $4/6H,6HR,"(34.029444, -118.27157)"
LM121,6801 MELROSE AVE,Single-Space,FLAT,$1.50,1HR,"(34.083529, -118.340945)"
SL72,2000 HYPERION AVE,Single-Space,FLAT,$1.50,2HR,"(34.098337, -118.274295)"
SS134,1631 SAWTELLE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.045646, -118.447788)"
C414,3500 FIGUEROA ST,Single-Space,FLAT,$1.50,4HR,"(34.019281, -118.281508)"
BF353,600 LAUREL AVE,Single-Space,FLAT,$1.50,2HR,"(34.083527, -118.364746)"
WW1221,4200 3RD ST,Single-Space,FLAT,$1.50,1HR,"(34.068889, -118.306077)"
WH145,21101 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.167302, -118.594006)"
CT380,701 HILL ST,Single-Space,FLAT,$1.00,4HR,"(34.061256, -118.240393)"
WW606,650 ARDMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.060935, -118.301929)"
CB518A,300 PICO BLVD,Single-Space,FLAT,$1.00,2HR,"(34.034656, -118.257522)"
ED87,901 8TH ST,Single-Space,FLAT,$1.00,4HR,"(34.036251, -118.246323)"
639040,4300 DEGNAN BLVD,Multi-Space,FLAT,$1.50,4HR,"(34.005667, -118.331371)"
WB723,401 18TH ST,Single-Space,FLAT,$1.00,4HR,"(34.035218, -118.269487)"
WW1923,800 ARDMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.0575, -118.301914)"
WF295,7900 BLACKBURN AVE,Single-Space,FLAT,$1.50,1HR,"(34.070734, -118.361747)"
WU760,800 BEACON AVE,Single-Space,FLAT,$1.50,2HR,"(34.051841, -118.273898)"
WW2260,2800 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.04714, -118.30165)"
WU1096,601 BIXEL ST,Single-Space,FLAT,$1.50,1HR,"(34.051514, -118.263878)"
CB3805,401 WALL ST,Single-Space,TOD,$2.00 - $6.00,2HR,"(34.046119, -118.244948)"
C404,401 37TH PL,Single-Space,FLAT,$1.50,4HR,"(34.017316, -118.281942)"
BF176,7500 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083592, -118.35504)"
CB2857,1500 OLIVE ST,Single-Space,TOD,$1.00 - $2.00,30MIN,"(34.0355, -118.265025)"
CB3934,400 WALL ST,Single-Space,TOD,$1.00 - $3.00,4HR,"(34.045286, -118.245343)"
MD587,1800 NORFOLK ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.061205, -118.202076)"
CT319,501 COLLEGE ST,Single-Space,FLAT,$1.00,4HR,"(34.064729, -118.239363)"
WH87,20901 VENTURA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.166691, -118.590042)"
CB2284,801 SAN PEDRO ST,Single-Space,TOD,$1.00 - $3.00,30MIN,"(34.038371, -118.249359)"
CB916,900 FLOWER ST,Single-Space,FLAT,$1.00,2HR,"(34.044933, -118.262119)"
P72,800 VIA DE LA PAZ,Single-Space,FLAT,$1.00,2HR,"(34.046534, -118.527193)"
UC141,3400 CAHUENGA BLVD,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.131845, -118.352085)"
WA1308,2201 MIRAMAR ST,Single-Space,FLAT,$1.50,2HR,"(34.064746, -118.273739)"
56332,11035 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.048224, -118.442905)"
UC200,3600 CAHUENGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.134702, -118.360061)"
LP11,4201 CRENSHAW BLVD,Single-Space,FLAT,$1.50,2HR,"(34.007202, -118.335026)"
P156,15101 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.045658, -118.52358)"
MM416,5900 6TH ST,Single-Space,FLAT,$1.50,4HR,"(34.064785, -118.357681)"
WF335,501 FAIRFAX AVE,Single-Space,FLAT,$1.50,1HR,"(34.067179, -118.361498)"
CB654,801 WALL ST,Single-Space,TOD,$2.00 - $6.00,2HR,"(34.039381, -118.251301)"
CP225,7201 OWENSMOUTH AVE,Single-Space,FLAT,$1.50,2HR,"(34.202213, -118.601679)"
CB3506,300 12TH ST,Single-Space,FLAT,$1.00,4HR,"(34.039568, -118.262534)"
LC282,8101 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.076179, -118.367569)"
HO476,6201 YUCCA ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.103848, -118.326325)"
W183,5300 CENTURY BLVD,Single-Space,FLAT,$1.50,2HR,"(33.945155, -118.372444)"
VW1106A,601 LA FAYETTE PARK PL,Single-Space,FLAT,$1.50,2HR,"(34.06252, -118.282642)"
CC854,301 HOPE ST,Single-Space,FLAT,$5.00,2HR,"(34.053377, -118.252728)"
CB689,800 MAPLE AVE,Single-Space,TOD,$2.00 - $6.00,2HR,"(34.039786, -118.25228)"
CB813,1101 SANTEE ST,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.03744, -118.25649)"
UC69,3501 CAHUENGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.132956, -118.356431)"
MD130,1801 MARENGO ST,Single-Space,FLAT,$1.50,4HR,"(34.058161, -118.210655)"
WF202,301 SWEETZER AVE,Single-Space,FLAT,$1.50,2HR,"(34.072471, -118.370115)"
WA1606,1801 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.046354, -118.28049)"
TZ383,19300 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.172561, -118.554138)"
SP538,601 MESA ST,Single-Space,FLAT,$1.50,2HR,"(33.738042, -118.28578)"
C1231,900 30TH ST,Single-Space,FLAT,$1.50,4HR,"(34.026671, -118.282009)"
PR268,9000 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.055166, -118.389145)"
HO505A,6350 YUCCA ST,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.103871, -118.32909)"
WF458,6300 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.063464, -118.366805)"
WV64,1101 GAYLEY AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.059799, -118.446265)"
SL460,2500 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.07952, -118.269264)"
SG4,7401 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098124, -118.352242)"
HO880A,6701 SELMA AVE,Single-Space,FLAT,$2.00,2HR,"(34.099765, -118.338349)"
66206,7074 HOLLYWOOD BLVD,Multi-Space,TOD,$1.00 - $2.00,2HR,"(34.101447, -118.344037)"
CB1403C,700 HOPE ST,Single-Space,FLAT,$7.00,2HR,"(34.047304, -118.25821)"
WV165,901 BROXTON AVE,Single-Space,TOD,$2.00 - $3.00,2HR,"(34.062824, -118.447136)"
TZ384A,19300 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.172553, -118.553846)"
CC539A,201 HILL ST,Single-Space,TOD,$1.50 - $6.00,4HR,"(34.052886, -118.248115)"
VW1933,801 WESTMORELAND AVE,Single-Space,FLAT,$1.50,2HR,"(34.05723, -118.289153)"
WW2736,3651 WILSHIRE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.061815, -118.305747)"
GA87,3500 GLENHURST AVE,Single-Space,FLAT,$1.50,1HR,"(34.115852, -118.262329)"
WW2669,600 WINDSOR BLVD,Single-Space,FLAT,$1.50,1HR,"(34.06238, -118.321355)"
VW1797,2251 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047362, -118.285797)"
HO662,1700 CHEROKEE AVE,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.101792, -118.33468)"
WA1201,2100 WILSHIRE BLVD,Single-Space,FLAT,$1.50,4HR,"(34.058734, -118.276905)"
HW311,1701 KINGSLEY DR,Single-Space,FLAT,$1.50,1HR,"(34.102216, -118.303575)"
CB644B,800 WALL ST,Single-Space,TOD,$1.50 - $5.00,2HR,"(34.038924, -118.251596)"
CB1771,200 12TH ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.036692, -118.258048)"
VH263,4500 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.098668, -118.288067)"
LT473,301 ALAMEDA ST,Single-Space,FLAT,$1.00,4HR,"(34.044716, -118.238193)"
WS258,1901 WESTWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047307, -118.434819)"
CS79,5400 CRENSHAW BLVD,Single-Space,FLAT,$1.50,2HR,"(33.992395, -118.330553)"
VN414,6400 VESPER AVE,Single-Space,FLAT,$1.50,2HR,"(34.187831, -118.450836)"
WA47,2001 7TH ST,Single-Space,FLAT,$1.50,1HR,"(34.056351, -118.276374)"
BF181,7500 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083583, -118.354628)"
WW2261,2800 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047139, -118.301576)"
AE29,700 3RD ST,Single-Space,FLAT,$1.50,2HR,"(34.045608, -118.236891)"
AE513,400 DUCOMMUN ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.052725, -118.237664)"
CC1621,801 4TH ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.053504, -118.255181)"
MD40,1000 KINGSTON AVE,Single-Space,FLAT,$1.50,4HR,"(34.056264, -118.209917)"
SV200,6600 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.097882, -118.334882)"
ED215,701 12TH ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.033438, -118.252654)"
LM357,7200 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083442, -118.348282)"
SL163,2900 ROWENA AVE,Single-Space,FLAT,$1.50,2HR,"(34.108236, -118.268189)"
SH352,6300 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.090656, -118.327505)"
WS534,11101 MISSOURI AVE,Single-Space,FLAT,$1.50,2HR,"(34.044145, -118.442323)"
MV234,12100 VENICE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.005176, -118.430414)"
CS77,5400 CRENSHAW BLVD,Single-Space,FLAT,$1.50,2HR,"(33.992131, -118.330552)"
LM485,300 ALTA VISTA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.076497, -118.347371)"
WA1384,2201 3RD ST,Single-Space,FLAT,$1.50,2HR,"(34.063775, -118.274373)"
WF261,8000 3RD ST,Single-Space,FLAT,$1.50,2HR,"(34.071794, -118.364045)"
SS255,11901 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.04146, -118.461551)"
LT176,201 2ND ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.049645, -118.242161)"
CB4349,400 SPRING ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.047913, -118.249026)"
ED613,1000 CROCKER ST,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.034188, -118.250741)"
CB2537,701 WALL ST,Single-Space,TOD,$1.00 - $6.00,4HR,"(34.041478, -118.249065)"
HW100,5201 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098218, -118.304618)"
MV98,12501 VENICE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.003073, -118.435139)"
MM785,5600 WILSHIRE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.062277, -118.351744)"
HP11,101 AVENUE 55,Single-Space,FLAT,$1.50,2HR,"(34.107697, -118.195877)"
CB3947,300 WINSTON ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.045103, -118.244031)"
SA71,2100 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.07755, -118.265809)"
WV672,10800 WEYBURN AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062383, -118.44374)"
WW734,600 ALEXANDRIA AVE,Single-Space,FLAT,$1.50,1HR,"(34.062364, -118.29784)"
VW1688,1300 BERENDO ST,Single-Space,FLAT,$1.50,2HR,"(34.047051, -118.293499)"
VN728,6300 SYLMAR AVE,Single-Space,FLAT,$1.50,2HR,"(34.185901, -118.446463)"
PR430,1400 REXFORD DR,Single-Space,FLAT,$1.50,2HR,"(34.054885, -118.394207)"
ED494,700 CROCKER ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.038029, -118.24801)"
SVV264,4801 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.090948, -118.294503)"
LT404,300 CROCKER ST,Single-Space,FLAT,$1.00,4HR,"(34.045665, -118.240726)"
CB3546,200 15TH ST,Single-Space,TOD,$0.50 - $2.00,4HR,"(34.035554, -118.264379)"
CC879,301 FLOWER ST,Single-Space,TOD,$5.00 - $6.00,2HR,"(34.053454, -118.254497)"
ED342,901 PICO BLVD,Single-Space,FLAT,$1.00,2HR,"(34.030874, -118.249442)"
VW1241,951 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.053358, -118.29172)"
CB2813,401 4TH ST,Single-Space,TOD,$3.00 - $6.00,4HR,"(34.050635, -118.250889)"
SH278,1001 LAS PALMAS AVE,Single-Space,FLAT,$1.50,4HR,"(34.08912, -118.336348)"
WW241,4401 2ND ST,Single-Space,FLAT,$1.50,1HR,"(34.071201, -118.309507)"
CB3394,501 11TH ST,Single-Space,TOD,$0.50 - $3.00,2HR,"(34.036046, -118.253316)"
TZ334,19500 VENTURA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.172681, -118.558737)"
WN274,101 G ST,Single-Space,FLAT,$1.50,2HR,"(33.778578, -118.262706)"
WU8,500 BIXEL ST,Single-Space,FLAT,$1.50,1HR,"(34.054436, -118.261612)"
LM629,101 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.07412, -118.344158)"
R517,18400 HART ST,Single-Space,FLAT,$1.50,2HR,"(34.197435, -118.535348)"
SW34,1001 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.08929, -118.309278)"
C1,2601 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.03139, -118.291652)"
SL12,2600 GRIFFITH PARK BLVD,Single-Space,FLAT,$1.50,2HR,"(34.106489, -118.271976)"
VN176,14500 HAMLIN ST,Single-Space,FLAT,$1.50,2HR,"(34.188598, -118.450675)"
VW860,100 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.071881, -118.291553)"
BW105,11600 BARRINGTON CT,Single-Space,FLAT,$2.50,1HR,"(34.065044, -118.469363)"
VH215,4501 AVOCADO ST,Single-Space,FLAT,$1.50,2HR,"(34.110768, -118.288031)"
MV28,3700 GRAND VIEW BLVD,Single-Space,FLAT,$1.50,1HR,"(34.005214, -118.431326)"
WW1782,500 MARIPOSA AVE,Single-Space,FLAT,$1.50,2HR,"(34.064042, -118.299115)"
CB251,1400 HILL ST,Single-Space,FLAT,$1.00,4HR,"(34.035576, -118.263726)"
ED219,701 12TH ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.033631, -118.253037)"
WB634,201 23RD ST,Single-Space,FLAT,$1.00,4HR,"(34.0289, -118.269761)"
MV178A,3801 GRAND VIEW BLVD,Single-Space,FLAT,$1.50,1HR,"(34.004198, -118.430814)"
LT495,101 CENTRAL AVE,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.048914, -118.239273)"
TZ43,18300 CLARK ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.169728, -118.534767)"
WA234,2100 WILSHIRE BLVD,Single-Space,FLAT,$1.50,4HR,"(34.058401, -118.2765)"
BF290,7801 WARING AVE,Single-Space,FLAT,$1.50,1HR,"(34.085458, -118.361086)"
MM795,5500 WILSHIRE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.062239, -118.349683)"
LH83,3000 NORTH BROADWAY,Single-Space,FLAT,$1.50,1HR,"(34.073625, -118.209899)"
AE558,401 GAREY ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.051355, -118.234412)"
WU836,901 GRATTAN ST,Single-Space,FLAT,$1.50,2HR,"(34.049013, -118.273206)"
SP594,301 6TH ST,Single-Space,FLAT,$1.50,2HR,"(33.73869, -118.284035)"
PR586,5901 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.052388, -118.37069)"
VH230,2001 HILLHURST AVE,Single-Space,FLAT,$1.50,2HR,"(34.109345, -118.287533)"
CB3002,201 4TH ST,Single-Space,TOD,$1.50 - $5.00,2HR,"(34.048981, -118.248425)"
WW2698,3401 7TH ST,Single-Space,FLAT,$1.50,2HR,"(34.059799, -118.302398)"
WW1207,3801 6TH ST,Single-Space,FLAT,$1.50,1HR,"(34.063612, -118.307193)"
SP549,400 7TH ST,Single-Space,FLAT,$1.50,2HR,"(33.737921, -118.287324)"
66601,1618 VINE ST,Multi-Space,TOD,$2.00 - $5.00,2HR,"(34.099955, -118.326567)"
WF46,8201 3RD ST,Single-Space,FLAT,$1.50,2HR,"(34.072541, -118.368306)"
VW1632,2701 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.04732, -118.297508)"
SV870,1401 SEWARD ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.097468, -118.333283)"
WH193,21801 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.168541, -118.60292)"
WW1818,4151 5TH ST,Single-Space,FLAT,$1.50,2HR,"(34.065386, -118.309665)"
C1066,600 ADAMS BLVD,Single-Space,FLAT,$1.50,4HR,"(34.029005, -118.27812)"
ED629,1001 TOWNE AVE,Single-Space,FLAT,$1.00,2HR,"(34.03385, -118.24995)"
VS263,4801 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.098267, -118.293392)"
VN793,6150 VAN NUYS BLVD,Single-Space,FLAT,$1.50,30MIN,"(34.181903, -118.448566)"
BF13A,601 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.082056, -118.361572)"
VN813,14401 DELANO ST,Single-Space,FLAT,$1.50,30MIN,"(34.18271, -118.448229)"
CT241,400 ORD ST,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.06041, -118.239702)"
BF418,8000 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.075986, -118.365358)"
VN638,14301 CALVERT ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.181722, -118.445979)"
SV204,6600 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.097883, -118.334435)"
SA62,2101 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.077536, -118.264627)"
L232B,601 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.082536, -118.323788)"
C982,3500 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.023552, -118.291405)"
BH180,2200 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.50,1HR,"(34.047682, -118.209974)"
MM547,501 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.065664, -118.344142)"
MM316,601 MASSELIN AVE,Single-Space,FLAT,$1.50,30MIN,"(34.063332, -118.352576)"
WS793,1800 FOX HILLS DR,Single-Space,FLAT,$1.50,2HR,"(34.058528, -118.42156)"
TZ450,18800 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.172005, -118.544315)"
CB2494A,600 WALL ST,Single-Space,FLAT,$1.00,4HR,"(34.042109, -118.248286)"
R100,18501 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.201233, -118.536677)"
MD11,1600 MARENGO ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.059466, -118.213467)"
CC1245A,201 LOS ANGELES ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.049982, -118.243686)"
RS7,2800 ROBERTSON BLVD,Single-Space,FLAT,$1.50,1HR,"(34.035976, -118.38892)"
PB256,1401 SPAULDING AVE,Single-Space,FLAT,$1.50,2HR,"(34.050364, -118.362655)"
VH160,2000 HILLHURST AVE,Single-Space,FLAT,$1.50,1HR,"(34.108376, -118.28732)"
CB1121,1200 HILL ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.038393, -118.261335)"
L49,101 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.074282, -118.323757)"
SV454,1400 EL CENTRO AVE,Single-Space,FLAT,$1.00,2HR,"(34.097208, -118.323658)"
WN202,801 AVALON BLVD,Single-Space,FLAT,$1.50,2HR,"(33.780909, -118.262612)"
MM167,600 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.064351, -118.343897)"
CB4134,501 15TH ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.031593, -118.256957)"
PC175,3400 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.04709, -118.318455)"
VW1919,801 BERENDO ST,Single-Space,FLAT,$1.50,2HR,"(34.057482, -118.29421)"
RS112,2801 ROBERTSON BLVD,Single-Space,FLAT,$1.50,1HR,"(34.035435, -118.38928)"
PR516,6101 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.053097, -118.374387)"
WS195,1501 WESTWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.053538, -118.440418)"
WU1133,400 BOYLSTON ST,Single-Space,FLAT,$1.50,2HR,"(34.055856, -118.258237)"
PB265,1401 STANLEY AVE,Single-Space,FLAT,$1.50,2HR,"(34.049943, -118.361395)"
AE14,701 4TH PL,Single-Space,FLAT,$1.50,2HR,"(34.044892, -118.236979)"
WV258,901 WESTWOOD BLVD,Single-Space,TOD,$2.00 - $3.00,15MIN,"(34.063384, -118.445489)"
LT336,300 OMAR AVE,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.045494, -118.242035)"
VW534A,601 COMMONWEALTH AVE,Single-Space,FLAT,$1.50,2HR,"(34.062844, -118.285749)"
CB3961A,1001 WALL ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.037052, -118.253782)"
CC1256,301 LOS ANGELES ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.048126, -118.24524)"
AE144B,200 HEWITT ST,Single-Space,FLAT,$1.50,2HR,"(34.046544, -118.236048)"
VN3,6901 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.197235, -118.448904)"
WS90,1300 WESTWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.056798, -118.442516)"
TZ522,18500 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.16961, -118.538349)"
LT81,100 SAN PEDRO ST,Single-Space,TOD,$1.50 - $4.00,2HR,"(34.049695, -118.241298)"
SL122,2500 HYPERION AVE,Single-Space,FLAT,$1.50,2HR,"(34.104392, -118.273128)"
WS297A,2101 WESTWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.044921, -118.432762)"
HW487,5500 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.10164, -118.310377)"
LT485,301 WALL ST,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.047026, -118.244418)"
LH84,3000 NORTH BROADWAY,Single-Space,FLAT,$1.50,1HR,"(34.073626, -118.209827)"
WU145,500 UNION AVE,Single-Space,FLAT,$1.50,2HR,"(34.057044, -118.268703)"
ED439,1100 PICO BLVD,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.030007, -118.247717)"
WW278,4351 3RD ST,Single-Space,FLAT,$1.50,1HR,"(34.069058, -118.30967)"
WF399,6301 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.063636, -118.366258)"
ED207A,751 12TH ST,Single-Space,FLAT,$1.00,2HR,"(34.032876, -118.251529)"
WS399,1800 SEPULVEDA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.045224, -118.442101)"
PR106,1100 SWALL DR,Single-Space,FLAT,$1.50,2HR,"(34.055577, -118.385655)"
SVV231,1100 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.092842, -118.291622)"
PR732,1201 ALVIRA ST,Single-Space,FLAT,$1.50,4HR,"(34.052981, -118.373052)"
SP81,500 7TH ST,Single-Space,FLAT,$1.50,2HR,"(33.737925, -118.28837)"
CB393,1301 LOS ANGELES ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.03501, -118.260046)"
CB2364,1400 SAN PEDRO ST,Single-Space,FLAT,$1.00,4HR,"(34.031526, -118.254731)"
ED517,800 KOHLER ST,Single-Space,FLAT,$1.50,4HR,"(34.034526, -118.245032)"
CB2242,1201 SAN JULIAN ST,Single-Space,TOD,$1.00 - $3.00,4HR,"(34.033662, -118.255002)"
CB3508,101 14TH PL,Single-Space,FLAT,$1.00,4HR,"(34.035859, -118.261086)"
VW901,201 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.076107, -118.291818)"
PR116,8901 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.055375, -118.387337)"
SV718,1401 SYCAMORE AVE,Single-Space,FLAT,$1.00,2HR,"(34.097539, -118.34255)"
TZ288,19501 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.1729, -118.55981)"
SW129,5501 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.09086, -118.3101)"
SV604,1500 LAS PALMAS AVE,Single-Space,FLAT,$1.00,2HR,"(34.099311, -118.336255)"
VN310,14500 FRIAR ST,Single-Space,FLAT,$1.50,2HR,"(34.185623, -118.449628)"
LM598,7100 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076061, -118.345537)"
